pdp_url,article_number,brand,product_name,size,regular_price,selling_price,price_per_unit,promotion_description,product_description,additional_information,ingredients,allergens,nutrition_info,preparation_instructions,preparation_methods,identification_marking,country_of_origin,storage_instructions,instructions_for_use,variant,country
https://www.spar.at/produktwelt/spar-premium-avocado-oel-100-haas-avocados-p2020002664725,2020002664725,SPAR PREMIUM,Avocado Öl 100% Hass-Avocados,250 ML,6.49,6.49,Per 1 l 25.96,,"Die Herkunft. Im chilenischen Quillota-Tal gedeihen unter semitropischem Klima besonders aromatische Hass-Avocados, die in Handarbeit geerntet und frisch verarbeitet werden. Die Herstellungsweise. Das Fruchtfleisch wird kaltgepresst und ungefiltert abgefüllt, wodurch das Öl seinen vollen Geschmack und die leuchtend grüne Farbe bewahrt. Der Geschmack. Nussig, samtig und besonders rein eignet sich das Öl sowohl für kalte Gerichte als auch zum Braten und Backen – ein vielseitiger Allrounder in der Küche.","Bei einer Lagerung unter 15°C kann sich das Öl eintrüben oder ausflocken. Dies ist ein natürlicher Vorgang, der sich bei Erwärmung wieder umkehrt und die Qualität nicht verringert.",Zutaten: 100% Avocado Öl.,,"Nährwertsbezugsgröße: 100,00 ml, Energie Kjoule: ca. 3330,00 kJ, Energie Kcal: ca. 810,00 kcal, Fett: ca. 90,00 g, Fett, davon gesättigte Fettsäuren: ca. 12,00 g, Fett, davon einfach ungesättigte Fettsäuren: ca. 67,00 g, Fett, davon mehrfach ungesättigte Fettsäuren: ca. 11,00 g, Kohlenhydrate: ca. 0 g, Kohlenhydrate, davon Zucker: ca. 0 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 0 g, Salz: ca. 0 g, Vitamin E: ca. 6,00 mg, Broteinheiten: ca. 0 BE",,,,aus Chile,Vor und nach dem Öffnen wärme- und lichtgeschützt lagern.,,100% Hass-Avocados,
https://www.spar.at/produktwelt/spar-premium-edelbitter-orange-p1651942,1651942,SPAR PREMIUM,Schokolade Edelbitter Orange,100 G,2.99,2.99,Per 1 kg 29.9,,"Die Herkunft. Der verwendete Kakao stammt von Rainforest-Alliance-zertifizierten Farmen, die nachhaltige Anbaumethoden und faire Bedingungen fördern. Die Herstellung erfolgt unter höchsten Qualitätsstandards. Der Geschmack. Intensive Bitterschokolade trifft auf fein abgestimmtes Orangenaroma – eine elegante Kombination mit fruchtiger Frische und kräftiger Kakaonote. Der ausgewogene Schmelz rundet das Geschmackserlebnis harmonisch ab. Die Verwendungsmöglichkeiten. Ideal für bewusste Genussmomente zwischendurch oder als hochwertige Komponente in Desserts.",,"Zutaten: Kakaomasse*, Zucker, 10% gezuckertes Orangensaftgranulat (Zucker, Orangensaftkonzentrat, Säuerungsmittel: Citronensäure, natürliches Orangenaroma), Kakaobutter*, Emulgator: Lecithine; natürliche Aromen. *Rainforest Alliance- zertifiziert, mehr dazu unter www.ra.org.","Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 2193,00 kJ, Energie Kcal: ca. 526,00 kcal, Fett: ca. 31,00 g, Fett, davon gesättigte Fettsäuren: ca. 18,00 g, Kohlenhydrate: ca. 52,00 g, Kohlenhydrate, davon Zucker: ca. 48,00 g, Ballaststoffe: ca. 7,90 g, Eiweiß: ca. 5,80 g, Salz: ca. 0,01 g, Broteinheiten: ca. 4,30 BE",,,,aus der Schweiz mit Kakao und Orangensaftgranulat aus anderer Herkunft,Trocken und vor Wärme und Licht geschützt lagern!,,Edelbitter Orange,
https://www.spar.at/produktwelt/spar-premium-edition-familie-wallner-eier-vom-wanderhuhn-p2020003054457,2020003054457,SPAR PREMIUM Edition Familie Wallner,Eier vom Wanderhuhn,10 STK,5.39,5.39,Per 1 Stk. 0.54,,"SPAR Premium Eier vom Wanderhuhn, Edition Familie Wallner. Der fahrbare Wanderhuhnstall ist ein Segen für die Hühner, denn sie werden alle acht bis zehn Tage auf eine neue Wiese transportiert. Dort genießen sie großzügigen Auslauf auf einer grünen, frischen Wiese und fressen nach Herzenslust Gräser und Kräuter. Begleitet werden sie dabei von ihren Gockeln – ganz so, wie es die Natur vorgesehen hat. Durch das Versetzen des Stalls werden die Grünflächen geschont und können sich regenerieren. Naheliegend, dass man das an der Qualität und dem Geschmack der Eier merkt. Initiator des Projekts Wanderhuhn ist Wolfgang Wallner aus Moosdorf in Oberösterreich. Vor einigen Jahren war er auf der Suche nach Zutaten für seine handgemachten und luftgetrockeneten SPAR PREMIUM Nudeln. Und weil Wolfgang Wallner ein Macher ist, entschloss er sich, selbst Hühner anzuschaffen, die für die perfekten Eier sorgten. So entstand die Idee der Wanderhühner als eine naturnahe, tierfreundliche und nachhaltige Form der Landwirtschaft. Das Ziel: eine Form der Hühnerhaltung, bei der Hühnern und Menschen genau das bekommen, was sie brauchen. Die Herkunft. Die Eier stammen von mobilen Wanderhühnern aus Österreich und werden mit heimischem Soja gefüttert. Der Familienbetrieb Wallner steht für artgerechte Haltung und regionale Qualität. Der Geschmack. Frisch, mit kräftigem Dotter und stabiler Schale eignen sich diese Eier für zahlreiche Anwendungen. Ihre Qualität lässt sich beim Kochen und Backen ebenso wie pur schmecken. Die Verwendungsmöglichkeiten. Ob weich gekocht, als Spiegelei oder Zutat für Süßspeisen – diese Freilandeier passen in jede Küche.",,,Enthält Eier und daraus gewonnene Erzeugnisse,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 645,00 kJ, Energie Kcal: ca. 155,00 kcal, Fett: ca. 11,00 g, Fett, davon gesättigte Fettsäuren: ca. 0 g, Kohlenhydrate: ca. 0,70 g, Kohlenhydrate, davon Zucker: ca. 0 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 13,00 g, Salz: ca. 0,36 g, Broteinheiten: ca. 0,10 BE",,,"Packstellennummer: AT 41962 EG (ändert sich je nach Packstation, wird",Österreich,Nach dem Kauf bei Kühlschranktemperatur aufbewahren. Nach Ablauf des Mindesthaltbarkeitsdatums durcherhitzen. Bitte beachten Sie die Regeln der guten Küchenhygiene.,,,Österreich
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-limetten-sorbet-p1238358,1238358,SPAR PREMIUM Edition Johanna Maier,Limetten-Sorbet,480 ML,5.99,4.99,Per 1 l 10.4,Mengenvorteil ab 2 Stk. je,"""Mein Klassiker seit vielen Jahren bei unseren mehrgängigen Haubenmenüs! Das SPAR PREMIUM Limetten-Sorbet ist unverzichtbar als köstlicher Zwischengang. Es überrascht die Geschmacksnerven und erhöht den Gusto auf die nachfolgenden Gerichte. Ich serviere mein SPAR PREMIUM Limetten-Sorbet gerne als besonders erfrischenden Aperitif mit Prosecco, Champagner oder mit Fruchtsäften. Es harmoniert auch köstlich mit Gin oder Wodka. Mein Tipp: Verzaubern Sie Ihre Gäste mit einem Mojito-Sorbet! Einfach das SPAR PREMIUM Limetten-Sorbet mit einigen Spritzern weißen Rums und ein paar Limettenzesten kurz durchmixen und mit frischen Minzblättern servieren."" Johanna Maier. SPAR setzt Zeichen für den Umweltschutz Verpackung aus nachwachsendem Rohstoff. 100% biologisch abbaubar und kompostierbar.",,"Zutaten: Wasser, 19% Limettensaft aus Limettensaftkonzentrat, Zucker, Dextrose, Inulin, Glucosesirup, Stabilisator: Guarkernmehl, Glukose-Fruktose-Sirup, SOJAEIWEISS, Emulgatoren: Mono- und Diglyceride von Speisefettsäuren, Milchsäureester von Mono- und Diglyceriden von Speisefettsäuren, Propylenglycolester von Speisefettsäuren; Fructose, Aroma, Maltodextrin, Verdickungsmittel: Agar-Agar, Pektine; Farbstoff: Curcumin, Antioxidationsmittel: Ascorbinsäure, Citronensäure; Zitronenschalen. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Kann Spuren enthalten von Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Erdnüsse und daraus gewonnene Erzeugnisse, Enthält Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 ml, Energie Kjoule: ca. 276,00 kJ, Energie Kcal: ca. 65,00 kcal, Fett: ca. 0 g, Fett, davon gesättigte Fettsäuren: ca. 0 g, Kohlenhydrate: ca. 16,00 g, Kohlenhydrate, davon Zucker: ca. 15,00 g, Ballaststoffe: ca. 0,90 g, Eiweiß: < 0,50 g, Salz: ca. 0,02 g, Broteinheiten: ca. 1,30 BE",,,,Sorgfältig hergestellt von der Eismanufaktur Valentino,Nicht tiefgekühlt: Zum raschen Verbrauch bestimmt. Ansonsten tiefgekühlt bei mindestens -18°C lagern. Einmal aufgetaute Produkte nicht wieder einfrieren.,,,
https://www.spar.at/produktwelt/spar-premium-zitrone-mit-blatt-p2020003937095,2020003937095,SPAR PREMIUM,Zitrone mit Blatt,1 STK,0.99,0.99,Per 1 l 10.4,,"Die Herkunft. Diese Zitronen stammen aus den sonnigen Anbaugebieten Süditaliens, insbesondere aus Sizilien, Kalabrien und der Amalfiküste. Dort reifen sie unter optimalen klimatischen Bedingungen heran und entwickeln ihr volles Aroma – eine Hommage an über 2.000 Jahre italienische Zitrus-Tradition. Der Geschmack. Saftig, fruchtig und intensiv im Aroma überzeugt jede Zitrone mit ihrer natürlichen Frische. Die leuchtende Schale und der hohe Saftgehalt machen sie zur geschmacklichen wie optischen Bereicherung in vielen Gerichten. Die Verwendungsmöglichkeiten. Ob zu Fisch, Salat oder im Getränk – diese Zitronen bringen die Sonne Italiens auf den Teller. Besonders dekorativ wirken sie mit Blatt, in Scheiben geschnitten oder als Spalten serviert.",,,,,,,,,,,mit Blatt,Italien
https://www.spar.at/produktwelt/spar-premium-tre-latti-lari-p2020004327611,2020004327611,SPAR PREMIUM,tre latti lari a caglio vegetale,1 KG,3.69,3.69,Per 1 kg 36.9,,"Geschmack: Der DESPAR PREMIUM Tre Latti Lari wird aus Schaf-, Kuh- und Ziegenmilch hergestellt. Diese Kombination verleiht ihm ein unverwechselbares Aroma und macht ihn zu einem wahren Genuss für alle Sinne. Herkunft: Die Rezeptur stammt aus der Garfagnana in der Provinz Lucca. Nach einer ersten Reifezeit in der Käserei reift der Käse weiter in einer Tuffsteinhöhle im mittelalterlichen Dorf Lari, im Herzen der Toskana. Herstellung: Das besondere Mikroklima der Tuffsteinhöhlen prägt Textur und Geschmack. Der Käse wird mit pflanzlichem Lab hergestellt und ist damit auch für Vegetarier geeignet. Seine schwarze Rinde entsteht durch die Behandlung mit pflanzlicher Kohle. Genuss-Tipp: Ob als Highlight auf der Käseplatte oder gerieben zum Verfeinern italienischer Gerichte – der DESPAR PREMIUM Tre Latti Lari überzeugt durch seine feine, bröckelige Konsistenz und seinen einzigartigen Charakter.",,"Zutaten: pasteurisierte Milch (ZIEGEN, KUH, SCHAF), Salz, pflanzliches Lab, Konservierungsstoffe: Natamycin*, Kaliumsorbat*; Farbstoff: Pflazenkohle*. *in der Rinde. Rinde nicht zum Verzehr geeignet. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose),"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1720,00 kJ, Energie Kcal: ca. 415,00 kcal, Fett: ca. 35,00 g, Fett, davon gesättigte Fettsäuren: ca. 27,00 g, Kohlenhydrate: < 0,50 g, Kohlenhydrate, davon Zucker: < 0,50 g, Eiweiß: ca. 25,00 g, Salz: ca. 1,50 g",,,IT R1B3Q CE,,Gekühlt lagern.,,a caglio vegetale,Italien
https://www.spar.at/produktwelt/spar-premium-oesterreichisches-forellenfilet-p2020001973477,2020001973477,SPAR PREMIUM,Österreichisches Forellenfilet geräuchert,100 G,4.49,4.49,Per 1 kg 44.9,,"Die Herkunft. In der Steiermark in frischem Bergquellwasser aufgezogen und in einem Traditionsbetrieb über Buchenholz geräuchert. Die Verarbeitung. Im Ganzen geräuchert, anschließend nass gesalzen und von Hand filetiert – für höchste Qualität ohne Haut. Der Genuss-Tipp. Zimmertemperatur bringt den Rauchgeschmack voll zur Geltung; perfekt zu Preiselbeer-Oberskren und getoastetem Brot.",Sorgfältig geräuchert von Kulmerfisch GmbH in der Steiermark. Trotz besonderer Sorgfalt kann das Produkt vereinzelt Gräten enthalten.,"Zutaten: FORELLENFILET, Speisesalz unjodiert, Paprikapulver, Buchenholzrauch. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Fische und daraus gewonnene Erzeugnisse,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 612,00 kJ, Energie Kcal: ca. 146,00 kcal, Fett: ca. 5,20 g, Fett, davon gesättigte Fettsäuren: ca. 1,00 g, Kohlenhydrate: < 0,50 g, Kohlenhydrate, davon Zucker: < 0,50 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 25,00 g, Salz: ca. 2,10 g, Broteinheiten: ca. 0 BE",,,AT 60123 EU,aus Österreich,Vor und nach dem Öffnen bei max. 7°C lagern. Nach dem Öffnen innerhalb eines Tages genießen.,,geräuchert,Österreich
https://www.spar.at/produktwelt/spar-premium-creme-brulee-2-stueck-p2437804,2437804,SPAR PREMIUM,Crème brûlée 2 Stück,200 G,1.99,1.99,Per 1 kg 9.95,,"Die Herkunft. In Frankreichs Dessertkultur zuhause, wird diese Crème mit hochwertigem Obers und Freilandeiern nach traditionellem Vorbild zubereitet. Die feine Zuckerschicht sorgt für das typische Finish. Der Geschmack. Cremig, vollmundig und mit karamellisiertem Akzent – jede Portion bringt ein Stück französisches Lebensgefühl. Die Süße ist ausgewogen, die Konsistenz zart und schmelzend. Die Verwendungsmöglichkeiten. Servierfertig in zwei Minuten eignet sie sich ideal für feine Dessertteller oder als edler Abschluss eines Dinners. Kein Flambieren nötig – einfach löffeln und genießen.",Sorgfältig abgefüllt in Frankreich,"Zutaten: 38% VOLLMILCH, 28% OBERS, 14,5% EIER, Glukosesirup, Zucker, 3% Zuckermischung (Karamell, Rohrzucker), 1,9% HÜHNEREIEIWEISS, MILCHEIWEISS, natürliches Vanillearoma. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Kann Spuren enthalten von Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose)","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 895,00 kJ, Energie Kcal: ca. 214,00 kcal, Fett: ca. 11,00 g, Fett, davon gesättigte Fettsäuren: ca. 6,90 g, Kohlenhydrate: ca. 24,00 g, Kohlenhydrate, davon Zucker: ca. 19,00 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 4,70 g, Salz: ca. 0,13 g, Broteinheiten: ca. 2,00 BE",Die beigepackte Zuckermischung auf der Crème brûlèe gleichmäßig verteilen. 1-2 Minuten stehen lassen (max. 5 Minuten) und genießen.,Verzehrfertig,FR 46.029.001 UE,,Gekühlt lagern bei max. +8°C.,,,Frankreich
https://www.spar.at/produktwelt/spar-premium-bio-handsemmel-p8062710,8062710,SPAR PREMIUM,Bio Handsemmel,1 STK,0.89,0.89,Per 1 Stk. 0.89,,"Die Herkunft. Auch als Einzelstück bleibt die Bio-Handsemmel ein Unikat – geformt aus heimischem Bio-Weizenmehl und mit Bio-Butter verfeinert. Der Geschmack. Die Kombination aus luftiger Krume und aromatischer Kruste ergibt ein Geschmackserlebnis mit handwerklichem Anspruch. Die Verwendungsmöglichkeiten. Ob pur, belegt oder als Beilage – die Premium-Handsemmel passt sowohl zur feinen als auch zur bodenständigen Küche.",,"Zutaten: WEIZENMEHL* (63%), Wasser, BUTTER*, Hefe, Salz jodiert (Salz, Kaliumjodid), WEIZENQUELLMEHL*, WEIZENGLUTEN*, WEIZENMALZMEHL*. * aus kontrolliert biologischer Landwirtschaft. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Sesamsamen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1043,91 kJ, Energie Kcal: ca. 246,72 kcal, Fett: ca. 2,73 g, Fett, davon gesättigte Fettsäuren: ca. 1,10 g, Kohlenhydrate: ca. 45,40 g, Kohlenhydrate, davon Zucker: ca. 1,37 g, Ballaststoffe: ca. 2,44 g, Eiweiß: ca. 8,92 g, Salz: ca. 1,32 g, Broteinheiten: ca. 3,78 BE",,,,hergestellt in Österreich,Trocken lagern.,,,
https://www.spar.at/produktwelt/spar-premium-asia-sushi-reis-p1590968,1590968,SPAR PREMIUM ASIA,Sushi-Reis,250 G,1.49,1.49,Per 1 kg 5.96,,"Die Herkunft. Dieser hochwertig polierte Japonica-Reis wird in Norditalien, in den Regionen Piemont und Lombardei, kultiviert. Seine traditionellen Anbaugebiete und die sorgfältige Auswahl garantieren konstant hohe Qualität für authentische Sushi-Zubereitung. Der Geschmack. Durch seinen hohen Stärkegehalt erhält der Reis nach dem Garen eine angenehm klebrige Konsistenz, die für Sushi unerlässlich ist. Der neutrale Geschmack unterstützt die feinen Aromen von Fisch und Gemüse. Die Verwendungsmöglichkeiten. Ideal für selbst gerollte Maki, Nigiri oder Bowls – dieser Reis überzeugt durch seine Bissfestigkeit und perfekte Textur. Auch als Basis für kreative asiatische Reisgerichte ist er vielseitig einsetzbar.",Sorgfältig angebaut in Italien,,,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1494,00 kJ, Energie Kcal: ca. 352,00 kcal, Fett: ca. 0,90 g, Fett, davon gesättigte Fettsäuren: ca. 0,20 g, Kohlenhydrate: ca. 79,00 g, Kohlenhydrate, davon Zucker: < 0,50 g, Ballaststoffe: ca. 1,50 g, Eiweiß: ca. 6,70 g, Salz: ca. 0,03 g","Den Reis gründlich durchspülen bis das Wasser klar ist. Danach den Reis im Wasser ca. 1 Stunde quellen lassen, das verbessert die Klebeeigenschaften. Dann das überschüssige Wasser abfließen lassen. Den Reis in einem Kochtopf mit Wasser (für 1 Tasse Reis 2 Tassen Wasser dazu geben) für 2 Minuten kochen und anschließend auf kleinster Stufe ca. 15 Minuten quellen lassen, bis die Flüssigkeit vollständig aufgenommen wurde. Den Reis in eine Schüssel geben, Reisessig darüber träufeln und gut vermischen. Vor der Weiterverarbeitung für Sushi abkühlen lassen. Der Reis kann auch hervorragend als Beilage für Currys oder für Süßspeisen verwendet werden.",Simmern/Köcheln,,,Trocken und vor Wärme geschützt lagern.,,,Italien
https://www.spar.at/produktwelt/spar-premium-himbeere-70-frucht-fein-passiert-p2038070,2038070,SPAR PREMIUM,Himbeere 70% Frucht fein passiert,250 G,3.29,3.29,Per 1 kg 13.16,,"Die Herkunft. In einer kleinen Wiener Delikatessenmanufaktur werden die handverlesenen Himbeeren aus den besten Lagen besonders schonend verarbeitet. Die Herstellung erfolgt in kleinen Chargen mit Liebe zum Detail. Der Geschmack. Fein passiert und intensiv im Aroma bringt dieser Fruchtaufstrich den Sommer aufs Brot. Die natürliche Süße harmoniert mit der frischen Säure der Himbeere. Die Verwendungsmöglichkeiten. Ob auf Brioche, im Joghurt oder als Füllung – dieser Aufstrich sorgt für fruchtige Abwechslung mit handwerklichem Charakter.",Sorgfältig abgepackt in Österreich,"Zutaten: Himbeeren, Zucker, Zitronensaftkonzentrat, Geliermittel: Pektine.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 798,00 kJ, Energie Kcal: ca. 188,00 kcal, Fett: ca. 0 g, Fett, davon gesättigte Fettsäuren: ca. 0 g, Kohlenhydrate: ca. 44,00 g, Kohlenhydrate, davon Zucker: ca. 43,00 g, Ballaststoffe: ca. 1,80 g, Eiweiß: ca. 1,00 g, Salz: ca. 0 g, Broteinheiten: ca. 3,70 BE",,,,,Nach dem Öffnen im Kühlschrank aufbewahren.,,fein passiert,
https://www.spar.at/produktwelt/spar-premium-salami-ungherese-p2020001638307,2020001638307,SPAR PREMIUM,Salami Ungherese,1 KG,2.29,2.29,Per 1 kg 22.9,,"Die Herkunft. Diese fein gekörnte Salami wird nach ungarischer Tradition hergestellt und mit süßem Paprikapulver veredelt, bevor sie über Buchenholz natürlich geräuchert wird. Der Geschmack. Fein-würzig mit angenehmer Paprikanote überzeugt sie durch ihr ausgewogenes Aroma und ihre zarte Konsistenz – ein Klassiker auf Jausenplatten und in mediterranen Gerichten.",,"Zutaten: Schweinefleisch 96%, Kochsalz, MILCHEIWEISS, Dextrose, Gewürze, Antioxidationsmittel: E301, Zucker, Konservierungsstoffe: E252, E250. Wursthülle nicht zum Verzehr geeignet. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose),"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1686,00 kJ, Energie Kcal: ca. 407,00 kcal, Fett: ca. 35,00 g, Fett, davon gesättigte Fettsäuren: ca. 15,00 g, Kohlenhydrate: ca. 0 g, Kohlenhydrate, davon Zucker: ca. 0 g, Eiweiß: ca. 23,00 g, Salz: ca. 3,90 g",,,IT-5L CE,Hergestellt in Italien,Bei max. +15°C lagern.,,,
https://www.spar.at/produktwelt/spar-premium-black-tiger-riesen-garnelen-p2020002280482,2020002280482,SPAR PREMIUM,Black Tiger Riesen-Garnelen ASC,250 G,9.99,9.99,Per 1 kg 39.96,,"Die Herkunft. In Vietnams Mangrovenregionen wachsen die Garnelen unter natürlichen Bedingungen in geringer Besatzdichte auf – zertifiziert nach den ASC-Richtlinien. Die Verarbeitung. Schonend entdarmt, von Hand „pin-deveined"" und mit feiner Eisglasur einzeln tiefgefroren, bleiben Geschmack und Saftigkeit voll erhalten. Der Geschmack. Zartes, dennoch festes Fleisch mit reinem Aroma und intensiver Farbe macht diese Garnelen zur edlen Wahl für Pfanne, Grill oder Pasta.",,Zutaten: Black Tiger Riesen-GARNELEN.,Enthält Fische und daraus gewonnene Erzeugnisse,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 302,00 kJ, Energie Kcal: ca. 72,00 kcal, Fett: ca. 1,00 g, Fett, davon gesättigte Fettsäuren: ca. 0,30 g, Kohlenhydrate: ca. 0 g, Kohlenhydrate, davon Zucker: ca. 0 g, Ballaststoffe: ca. 0 g, Eiweiß: ca. 16,00 g, Salz: ca. 0,13 g, Broteinheiten: ca. 0 BE","Die Zubereitung. SPAR PREMIUM Black Tiger Riesen-Garnelen über Nacht im Kühlschrank auftauen lassen. Kurz abspülen, trocken tupfen, nach Belieben mit Salz, Pfeffer und frischen Kräutern würzen und bei mittlerer Hitze ca. 2 Minuten von jeder Seite braten. Ihr natürlicher, mittel-süßer Geschmack passt zu vielen Gewürzen. SPAR PREMIUM Black Tiger Riesen-Garnelen schmecken kalt und warm hervorragend. Ebenfalls eignen sie sich perfekt zum Grillen. Der Rezept-Tipp. Gebratene Black Tiger Riesen-Garnelen mit Knoblauch Zutaten für 2 Personen 250 g SPAR PREMIUM Black Tiger Riesen-Garnelen 2 Knoblauchzehen Olivenöl 1 Zitrone unbehandelt 1 Bund frische Petersilie Salz und Pfeffer Die Pfanne heiß werden lassen, Garnelen anbraten und mit Salz, Pfeffer und Zitronensaft würzen. Nach 1-2 Minuten wenden und den gehackten Knoblauch dazugeben. Nach einer weiteren Minute die Petersilie darüber streuen. Nach insgesamt 4-5 Minuten sind die Garnelen fertig, und man kann sie entweder sofort he iß genießen oder später – zum Salat – auch kalt.",Braten mit wenig Fett,,aus Vietnam,Empfohlene Aufbewahrung zu Hause: Kühlschrank (+4°C) 1 Tag * Fach oder Eiswürfelfach (-6°C) 3 Tage ** Fach (-12°C) 1 Monat ***Fach oder Tiefkühltruhe (-18°C) mindestens haltbar bis: siehe Verpackung Nach dem Auftauen nicht wieder einfrieren!,Bitte beachten Sie die Regeln der guten Küchenhygiene: Tiefgefrorene Garnelen getrennt von anderen Lebensmitteln auftauen. Auftauflüssigkeit entsorgen. Aufgetaute Garnelen nicht erneut einfrieren. Geschirr und Hände nach dem Kontakt mit rohen Garnelen gründlich reinigen. Vollständig durchgaren.,ASC,
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-gulaschsuppe-mit-rindfleisch-und-kartoffeln-p2020003995491,2020003995491,SPAR PREMIUM Edition Johanna Maier,Gulaschsuppe mit Rindfleisch und Kartoffeln,400 ML,4.99,4.99,Per 1 l 12.48,,"Der Geschmack. Kräftig, würzig und mit typischem Paprikaaroma entfaltet die Gulaschsuppe ihre volle Tiefe. Zarte Fleischstücke und fein abgeschmeckte Einlagen sorgen für eine rustikale Textur. Die Verwendungsmöglichkeiten. Als schnelle Mahlzeit oder klassischer Seelenwärmer ist diese Suppe ein fixer Bestandteil jeder gut sortierten Speisekammer – palmölfrei und voller Geschmack.",,"Zutaten: 36% Rinderfond (Wasser, Rindfleisch), 22% Rindfleisch, 18% Zwiebel, 15% Kartoffelwürfel, Rotwein (enthält SULFITE), BUTTERSCHMALZ, Pflanzliche Öle (Sonnenblumen-, Rapsöl), Rinder-Bouillon (Dextrose, Salz unjodiert, gekörnte Brühe (Würze, Salz unjodiert, Sonnenblumenöl), Bouillon (Salz unjodiert, Rindfleischextrakt, Rapsöl), Stärke, natürliches Aroma, Gewürzextrakt), 1,8% Paprikapulver, Tomatenmark, Knoblauchpüree, Maisstärke, Rotweinessig, Majoran, Kümmel. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Schwefeldioxid und Sulfite","Nährwertsbezugsgröße: 100,00 ml, Energie Kjoule: ca. 502,00 kJ, Energie Kcal: ca. 120,00 kcal, Fett: ca. 7,70 g, Fett, davon gesättigte Fettsäuren: ca. 2,60 g, Kohlenhydrate: ca. 6,90 g, Kohlenhydrate, davon Zucker: ca. 2,80 g, Ballaststoffe: ca. 0,90 g, Eiweiß: ca. 5,50 g, Salz: ca. 0,98 g, Broteinheiten: ca. 0,60 BE","Besonders empfehlenswert im Kochtopf: Bei mittlerer Hitze ca. 4 Minuten unter ständigem Rühren erwärmen., Oder alternativ in der Mikrowelle: Ziehen Sie die Kartonschleife ab, öffnen Sie den Deckel, legen Sie diesen lose auf den Rand, dann bei 600 Watt 4-5 Minuten erhitzen, danach noch kurz umrühren und genießen. Vorsicht, der Becher wird heiß!","Simmern/Köcheln, Zubereitung in der Mikrowelle",AT 32522 EG,,Vor und nach dem Öffnen gekühlt lagern. Nach dem Öffnen innerhalb von 2 Tagen genießen!,Vor dem Öffnen gut schütteln.,mit Rindfleisch und Kartoffeln,Österreich
https://www.spar.at/produktwelt/spar-premium-batavia-rot-mit-wurzel-p2020004902740,2020004902740,SPAR PREMIUM,Batavia rot mit Wurzel,300 G,1.99,1.99,Per 1 l 12.48,,"Der rote Batavia-Salat in Premium-Qualität mit Wurzel überzeugt durch seine frischen, gewellten Blätter und den mild-nussigen Geschmack. Die Wurzel sorgt für längere Haltbarkeit und Frische – ideal für den Verkauf in Bedienung und Selbstbedienung.",,,,,,,,,,,mit Wurzel,Österreich
